|Unnamed: 0|texto|fecha|incompleto|cuenta|cluster
286|287|rt @realdonaldtrump: my thoughts, condolences and prayers to the victims and families of the new york city terrorist attack. god and your c…|10-31-2017 22:58:11||2potus|3
287|288|rt @realdonaldtrump: we must not allow isis to return, or enter, our country after defeating them in the middle east and elsewhere. enough!|10-31-2017 22:43:04||2potus|3
288|289|rt @realdonaldtrump: in nyc, looks like another attack by a very sick and deranged person. law enforcement is following this closely. not i…|10-31-2017 21:31:39||2potus|3
289|290|rt @realdonaldtrump: “home prices reach new all-time highs in august” read more: |10-31-2017 19:22:46||2potus|3
290|291|"rt @realdonaldtrump: ""consumer confidence hits highest level since december 2000"" read more: "|10-31-2017 19:05:46||2potus|3
291|292|great news @secretaryacosta! |10-31-2017 17:04:39||2potus|9
292|293|great work @secretaryperry. give my best to everyone in texas! |10-31-2017 17:03:47||2potus|3
293|294|check out @secondlady karen’s new initiative! #arttherapy |10-31-2017 17:02:19||2potus|3
294|295|welcome greg ibach!@usda @secretarysonny |10-31-2017 17:00:31||2potus|3
295|296|keep up the great work for our amazing veterans, @secshulkin! |10-31-2017 16:58:21||2potus|3
296|297|rt @epascottpruitt: baseball players, princesses, superheroes and a butterfly-we had some special visitors @epa today. have a safe and happ…|10-31-2017 16:57:38||2potus|2
297|298|rt @ivankatrump: we're working to make tax cuts &amp; the expanded child tax credit a reality for american families. the time is now! #taxrefor…|10-31-2017 16:55:31||2potus|5
298|299|rt @realdonaldtrump: wishing everyone a safe and happy halloween!#halloween2017 |10-31-2017 16:10:20||2potus|2
299|300|rt @realdonaldtrump: thank you @luisriveramarin! |10-31-2017 15:50:58||2potus|3
300|301|rt @realdonaldtrump: “statement by president trump on the apprehension of mustafa al-imam for his alleged role in benghazi attacks” |10-31-2017 14:49:43||2potus|0
301|302|rt @potus: #happyhalloween from the @whitehouse! 👻🎃 |10-31-2017 13:17:30||2potus|8
302|303|rt @flotus: fun night handing out treats to kids who visited @potus &amp; i at the @whitehouse. #trickortreat #happyhalloween2017 |10-31-2017 02:51:02||2potus|1
303|304|rt @gopleader: together w/ @potus we’ve reversed the obama admin’s regulatory onslaught. this has moved our economy forward. #maga 🇺🇸 |10-31-2017 02:49:05||2potus|8
304|305|#happyhalloween from the @whitehouse! 👻🎃 |10-30-2017 21:58:07||2potus|3
305|306|rt @realdonaldtrump: happy #firstrespondersday to all of our heroes out there. we are forever grateful to you for your service, sacrifice a…|10-28-2017 22:10:13||2potus|3
306|307|rt @realdonaldtrump: after strict consultation with general kelly, the cia and other agencies, i will be releasing all #jfkfiles other than…|10-28-2017 22:10:11||2potus|3
307|308|rt @realdonaldtrump: today is national prescription drug take back day. everyone can help fight the #opioidepidemic by participating! |10-28-2017 15:37:07||2potus|3
308|309|rt @realdonaldtrump: happy birthday @theleegreenwood!#flashbackfriday |10-28-2017 03:30:36||2potus|3
309|310|rt @realdonaldtrump: #jfkfiles |10-28-2017 00:15:20||2potus|3
310|311|rt @realdonaldtrump: people are anxiously awaiting my decision as to who the next head of the fed will be....🎥|10-27-2017 21:20:37|...|2potus|3
311|312|rt @flotus: enjoyed spending time with the students of orchard lake middle school in michigan on monday. thank you for leading by example!…|10-27-2017 18:17:11||2potus|3
312|313|rt @realdonaldtrump: we are inspired by the stories of everyday heroes who pull their communities from the depths of despair through leader…|10-27-2017 18:17:01||2potus|3
313|314|rt @flotus: proud to support @potus today as he declared our nation's opioid crisis a public health emergency. |10-27-2017 04:37:16||2potus|8
314|315|rt @govchristie: a proud &amp; important day for so many families in america as @potus signs national emergency to deal w/opioid epidemic. grea…|10-27-2017 04:34:28||2potus|1
315|316|rt @secretaryzinke: addiction affects every american family. i commend @potus for his leadership to combat this national public health emer…|10-27-2017 04:29:36||2potus|8
316|317|rt @secretarycarson: my statement on @potus’ action to combat the #opioidepidemic: |10-27-2017 04:26:38||2potus|8
317|318|rt @kellyannepolls: flanked by everyday heroes, @potus got personal/passionate act his own loss, shares cautionary tale of brother fred. ht…|10-27-2017 04:25:06||2potus|8
318|319|rt @scavino45: .@potus @realdonaldtrump shares how he learned firsthand about addiction from his older brother fred jr. |10-27-2017 04:25:04||2potus|6
319|320|thank you senator @chuckgrassley! |10-27-2017 01:50:43||2potus|3
320|321|rt @realdonaldtrump: working together, we will defeat this #opioidepidemic &amp; free our nation from the terrible affliction of drug abuse. ht…|10-27-2017 01:48:56||2potus|1
321|322|rt @realdonaldtrump: effective today, my administration officially declared the #opioidcrisis a national public health emergency under fede…|10-26-2017 21:30:58||2potus|3
322|323|rt @speakerryan: tax reform is the single most important thing we can do to help the middle class. these families deserve a break. |10-26-2017 15:18:40||2potus|5
323|324|thank you @senatemajldr! |10-26-2017 15:18:15||2potus|3
324|325|rt @vp: in the @denverpost i wrote that colorado needs a tax cut &amp; @potus' tax plan will deliver. read it here: |10-26-2017 15:16:43||2potus|5
325|326|rt @scavino45: ✅budget passed!“time to deliver a once-in-a-generation opp to offer historic tax relief for the american people...”potus…|10-26-2017 15:16:29|...|2potus|5
326|327|rt @realdonaldtrump: big news - budget just passed!|10-26-2017 15:16:21||2potus|9
327|328|rt @realdonaldtrump: do not underestimate the unity within the republican party!|10-26-2017 15:16:19||2potus|3
328|329|rt @realdonaldtrump: together, we will make america great again!#americafirst🇺🇸 |10-26-2017 04:58:50||2potus|3
329|330|rt @realdonaldtrump: this will be the biggest tax cut in the history of our country - and we need it! #taxreform read more: |10-26-2017 01:48:23||2potus|7
330|331|rt @senatortimscott: thinking about single moms like mine in south carolina, the child tax credit would mean so much for their family and f…|10-26-2017 01:43:01||2potus|5
331|332|rt @repkevinbrady: enjoyed talking #taxreform with @ivankatrump this afternoon. |10-26-2017 01:42:54||2potus|3
332|333|rt @senatortimscott: you can stream now! #childtaxcredit event with @ivankatrump @marcorubio @senmikelee and more! : |10-26-2017 01:42:27||2potus|3
333|334|rt @scavino45: upon @potus @realdonaldtrump arrival in dallas, texas this afternoon, he went to greet those who welcomed him at airport w/t…|10-26-2017 01:42:25||2potus|6
334|335|rt @ivankatrump: working families need #taxreform &amp; the time is now. this administration is committed to ensuring all americans can thrive…|10-26-2017 01:26:14||2potus|1
335|336|rt @vp: .@potus asked me to go to the middle east in dec. to deliver the message that it is time to bring an end to the persecution of chri…|10-26-2017 01:25:08||2potus|8
336|337|rt @vp: we will not rest, and we will not relent, until we hunt down and destroy isis at its source. #idcsummit2017 |10-26-2017 01:24:52||2potus|3
337|338|rt @vp: today, thanks to the courage of our armed forces, and the resolve of their commander-in-chief, isis is on the run. #idcsummit2017 h…|10-25-2017 22:55:36||2potus|3
338|339|rt @vp: under the leadership of @potus, the u.s will always stand w/ those who suffer for their faith &amp; we will always support them. #idcsu…|10-25-2017 22:55:35||2potus|1
339|340|rt @sencapito: productive conversation w/ @ivankatrump today about increasing the child tax credit &amp; how this would help working families i…|10-25-2017 22:55:10||2potus|5
340|341|rt @sendeanheller: shared stories from #nv families during discussion with @ivankatrump and my colleagues on the child tax credit. |10-25-2017 22:54:57||2potus|5
341|342|rt @sentoomey: thanks @ivankatrump for coming by to discuss how #taxreform improves the standard of living for hardworking american familie…|10-25-2017 22:54:49||2potus|3
342|343|rt @realdonaldtrump: interview with @loudobbs coming up at 7pme on @foxbusiness. enjoy! |10-25-2017 22:48:37||2potus|3
343|344|rt @realdonaldtrump: texas @govabbott &amp; lt. gov. @danpatrick,thank you for todays briefing on hurricane recovery efforts here in tx. keep…|10-25-2017 22:30:08||2potus|1
344|345|rt @realdonaldtrump: the long anticipated release of the #jfkfiles will take place tomorrow. so interesting!|10-25-2017 19:58:13||2potus|3
345|346|rt @realdonaldtrump: melania and i look forward to being with president xi &amp; madame peng liyuan in china in two weeks for what will hopeful…|10-25-2017 19:41:54||2potus|0
346|347|rt @realdonaldtrump: spoke to president xi of china to congratulate him on his extraordinary elevation. also discussed noko &amp; trade, two ve…|10-25-2017 19:41:53||2potus|0
347|348|rt @stevenmnuchin1: opening of the terrorist financing targeting center. thanks @realdonaldtrump, king salman &amp; our regional partners for t…|10-25-2017 18:33:38||2potus|1
348|349|rt @realdonaldtrump: make america great again! |10-25-2017 16:36:01||2potus|3
349|350|rt @flotus: thank you for all you do! @michstatepolice @oaklandsheriff @westblmfldpd w bloomfield fire dept &amp; waterford police dept |10-25-2017 01:15:19||2potus|1
350|351|rt @vp: deeply humbling to commemorate the 34th anniversary of the beirut marine barracks bombing—the opening salvo in the global war on te…|10-25-2017 01:13:50||2potus|3
351|352|rt @senatemajldr: thank you @potus for joining the @senategop &amp; @senjohnbarrasso for lunch this afternoon. we are all united to help americ…|10-25-2017 01:11:29||2potus|1
352|353|rt @gopleader: i’ve always believed individuals spend more wisely than government. #taxreform will put more 💰 in hardworking taxpayers’ poc…|10-25-2017 01:09:05||2potus|3
353|354|rt @philfountain: great work, @johncornyn &amp; @judgecarter! @potus signs bill supporting @txst advanced law enforcement rapid response traini…|10-25-2017 01:07:49||2potus|1
354|355|rt @senjohnbarrasso: thank you @potus for accepting my invitation to attend today’s @senaterpc lunch. we’re united on getting tax reform do…|10-25-2017 01:07:27||2potus|5
355|356|rt @deptofdefense: .@usarmy capt. gary m. rose recognized with the #medalofhonor more than 47 years after the #vietnamwar. |10-24-2017 21:01:26||2potus|3
356|357|rt @secshulkin: honored to join @potus @realdonaldtrump, @vp and other members of the @cabinet as @usarmy #veteran gary rose was awarded th…|10-24-2017 21:00:47||2potus|8
357|358|rt @gopleader: we're going to cut taxes because all hardworking americans deserve a tax break. |10-24-2017 20:52:31||2potus|5
358|359|rt @realdonaldtrump: “president donald j. trump proclaims october 24, 2017, as united nations day” read more: |10-24-2017 19:17:02||2potus|0
359|360|rt @ivankatrump: enjoyed visiting bucks county, pa for a town hall on #taxreform &amp; our working families agenda with @ustreasury jovita carr…|10-24-2017 18:23:01||2potus|1
360|361|rt @whitehouse: yesterday, @vp commemorated the 34th anniversary of the attack on the u.s. &amp; french barracks in beirut, lebanon: |10-24-2017 18:22:46||2potus|1
361|362|rt @whitehouse: president trump is laying out a tax-relief framework that will unburden america’s middle class. read more: |10-24-2017 18:22:45||2potus|0
362|363|#oneamericaappeal #usa🇺🇸|10-22-2017 00:20:05||2potus|3
363|364|rt @realdonaldtrump: “trump hails liberation of raqqa as critical breakthrough in anti-isis campaign” |10-21-2017 16:54:42||2potus|3
364|365|rt @realdonaldtrump: subject to the receipt of further information, i will be allowing, as president, the long blocked and classified jfk f…|10-21-2017 15:01:52||2potus|0
365|366|rt @flotus: honored today to donate my inaugural couture piece to the @amhistorymuseum! |10-21-2017 00:17:28||2potus|3
366|367|rt @fema: protect yourself against scams after disasters like #cawildfires &amp; #maria. if you suspect you're a victim of fraud, call: 800-323…|10-21-2017 00:16:37||2potus|1
367|368|rt @vp: by lowering the business tax rate under @potus' tax reform plan, american companies will be more competitive on the world stage. ht…|10-21-2017 00:14:11||2potus|5
368|369|rt @secshulkin: .@potus @realdonaldtrump and i remain focused on providing the best possible care to our nations #veterans |10-21-2017 00:14:09||2potus|8
369|370|rt @scavino45: today, @potus @realdonaldtrump joined @mariabartiromo for an interview. airing sun @foxnews @sundayfutures 10ame. 📸|10-21-2017 00:14:07||2potus|6
370|371|rt @realdonaldtrump: this is a once-in-a-generation opportunity to offer historic tax relief to the american people! join me today: |10-20-2017 21:13:58||2potus|5
371|372|rt @realdonaldtrump: today, it was an honor to have @unsecretary-general @antonioguterres at the @whitehouse. speaking for the u.s.a., we…|10-20-2017 19:26:47||2potus|3
372|373|rt @realdonaldtrump: thank you @geraldorivera @foxandfriends. agree! |10-20-2017 18:32:12||2potus|3
373|374|rt @realdonaldtrump: great news on the 2018 budget @senatemajldr mcconnell - first step toward delivering massive tax cuts for the american…|10-20-2017 05:16:41||2potus|5
374|375|"rt @realdonaldtrump: keep up the great work. i am with you 100%!""isis is losing its grip...""army colonel ryan dilloncjtf–oir"|10-20-2017 01:44:04|...|2potus|3
375|376|rt @realdonaldtrump: it was great to have governor @ricardorossello of #puertorico🇵🇷with us at the @whitehouse today. we are with you! #prs…|10-19-2017 20:44:13||2potus|3
376|377|rt @realdonaldtrump: .@danaperino &amp; @bradthor,thank you so much for the wonderful compliment. working hard! #maga |10-18-2017 23:52:42||2potus|1
377|378|"rt @realdonaldtrump: ""20,000📈21,000📈22,000📈 23,000📈this year...four one thousand milestones this year..."" #dow23k #maga "|10-18-2017 22:58:29|...|2potus|3
378|379|rt @realdonaldtrump: this is what real pride in our country is all about! #usa🇺🇸 |10-18-2017 22:22:01||2potus|3
379|380|"rt @realdonaldtrump: ""iran hides behind its assertion of technical compliance w/the nuclear deal, while it brazenly violates the other limi…"|10-18-2017 19:39:37||2potus|3
380|381|hello @repmarkmeadows and all of the students at robbinsville hs! pursue your dreams &amp; never give up! #usa🇺🇸 |10-18-2017 18:30:47||2potus|1
381|382|rt @realdonaldtrump: it was an honor to welcome republican and democratic members of the senate finance committee to the @whitehouse today.…|10-18-2017 18:27:37||2potus|3
382|383|rt @realdonaldtrump: the current tax code is a burden on american taxpayers &amp; harmful to job-creators. americans need #taxreform! more: htt…|10-18-2017 18:27:30||2potus|4
383|384|rt @energydepsec: time to kick off the #lng producer- consumer conference in tokyo, japan. honored to represent @energy, @secretaryperry, @…|10-18-2017 02:39:37||2potus|3
384|385|rt @realdonaldtrump: the most important truth our founders understood was: freedom is not a gift from govt. freedom is a gift from god. 🎥ht…|10-18-2017 02:38:22||2potus|3
385|386|rt @realdonaldtrump: thank you @heritage! this is our once-in-a-generation opportunity to revitalize our economy, revive our industry &amp; ren…|10-18-2017 00:52:36||2potus|1
386|387|rt @realdonaldtrump: wow! |10-17-2017 23:06:11||2potus|3
387|388|rt @realdonaldtrump: border wall prototypes underway! |10-17-2017 23:06:10||2potus|3
388|389|"rt @nikkihaley: ""leaving the iran deal unchanged sends kim jong un an unmistakable message that the united states can be bought with a bad…"|10-17-2017 21:05:56||2potus|3
389|390|rt @vp: great response to @potus' tax cut plan from working families in buffalo. as i said, we will pass the largest tax cut in u.s history…|10-17-2017 21:02:15||2potus|7
390|391|rt @realdonaldtrump: it was my great honor to welcome prime minister alexis tsipras of greece to the wh today! 🎥|10-17-2017 19:05:33||2potus|3
391|392|rt @realdonaldtrump: join me live from the rose garden at 1:30pme with prime minister alexis tsipras of greece. ➡️|10-17-2017 17:29:17||2potus|3
392|393|rt @scavino45: u.s. markets from election day {since 11/8/2016} 📈 |10-17-2017 12:35:47||2potus|3
393|394|rt @realdonaldtrump: always great to see the wonderful people of south carolina. thank you for the beautiful welcome at greenville-spartanb…|10-17-2017 04:50:03||2potus|3
394|395|rt @senatemajldr: #taxreform is the single most important thing we can do today to get our #economy moving again. |10-17-2017 03:37:20||2potus|3
395|396|rt @senatemajldr: productive discussion over lunch with @potus &amp; @vp on moving the president’s agenda through congress this fall.|10-17-2017 03:37:14||2potus|1
396|397|rt @secretservice: #icymithe secret service training center had the opportunity to host @realdonaldtrump and @flotus on friday. |10-17-2017 03:35:38||2potus|3
397|398|rt @scavino45: thank you @secretservice, for the job you do 24/7/365 protecting the first family &amp; our nation’s highest elected leaders &amp; g…|10-17-2017 03:35:23||2potus|1
398|399|rt @ivankatrump: proud to announce @worldbank #wefi is operational! let's break down barriers &amp; empower women entrepreneurs to succeed in t…|10-16-2017 22:06:57||2potus|1
399|400|rt @vp: under @potus we are committed to our historic alliance w/ japan. honored to have deputy pm asō at @whitehouse for the us-japan econ…|10-16-2017 22:06:43||2potus|8
400|401|rt @whitehouse: the current tax code is a burden on american taxpayers &amp; harmful to job-creators. americans need tax reform. more: |10-16-2017 22:06:36||2potus|5
401|402|rt @realdonaldtrump: #weeklyaddress🇺🇸 |10-13-2017 22:09:42||2potus|3
402|403|rt @realdonaldtrump: today, i announced our strategy to confront the iranian regime’s hostile actions and to ensure that they never acquire…|10-13-2017 18:11:05||2potus|3
403|404|rt @vp: tune in to listen to my remarks about @potus' pro-growth, pro-jobs, pro-american tax reform plan -&gt; |10-13-2017 17:56:52||2potus|5
404|405|rt @vp: happy birthday to the @usnavy. the american people are grateful for the courageous men &amp; women serving our nation &amp; helping to keep…|10-13-2017 17:16:36||2potus|1
405|406|rt @presssec: happy birthday to the @usnavy - so thankful for the brave men and women who serve in our military! #242navybday|10-13-2017 17:08:01||2potus|3
406|407|rt @scavino45: statement from president donald j. trump on the {#242navybday} birthday of the united states navy {@usnavy.} |10-13-2017 17:07:52||2potus|0
407|408|rt @realdonaldtrump: i have no greater privilege than to serve as your commander-in-chief. happy birthday to the incredible men and women @…|10-13-2017 17:07:38||2potus|3
408|409|rt @realdonaldtrump: it is time to take care of our country, to rebuild our communities, and to protect our great american workers! #taxref…|10-13-2017 01:28:51||2potus|3
409|410|rt @secretarysonny: a little piece of america at the u.s. embassy in london. i thanked the marine for his service. here to talk u.s.-u.k. a…|10-12-2017 22:36:46||2potus|3
410|411|rt @secretaryperry: thanks @housecommerce for your time and questions today. i appreciate bipartisan dialogue addressing our #energy &amp; #nat…|10-12-2017 22:36:20||2potus|1
411|412|rt @sbalinda: as @potus noted in his speech last night, small businesses are demanding  #taxreform. read my latest blog: |10-12-2017 22:35:58||2potus|8
412|413|rt @scheung45: poll: 70% support @realdonaldtrump's immigration policies, want americans hired first. |10-12-2017 22:35:26||2potus|3
413|414|rt @flotus: welcomed pm @justintrudeau &amp; mrs. trudeau to @whitehouse yesterday! productive mtgs between canada 🇨🇦 &amp; usa 🇺🇸 |10-12-2017 22:34:51||2potus|1
414|415|rt @presssec: .@potus empowering women by putting them in top positions in his administration. kirstjen will be a great leader at dhs. |10-12-2017 22:34:17||2potus|8
415|416|"rt @whitehouse: ""and we will make taxes simple, and easy, and fair for all americans."" "|10-12-2017 22:33:49||2potus|5
416|417|rt @scavino45: white house chief of staff, general john kelly takes the podium this afternoon in the james s. brady press briefing room. #g…|10-12-2017 22:33:23||2potus|3
417|418|rt @realdonaldtrump: happy #nationalfarmersday!📸|10-12-2017 21:17:33||2potus|3
418|419|rt @realdonaldtrump: we need a tax system that is fair to working families &amp; that encourages companies to stay in america, grow in america,…|10-12-2017 18:21:31||2potus|1
419|420|rt @realdonaldtrump: the time has come to take action to improve access, increase choices, and lower costs for healthcare! ➡️|10-12-2017 18:21:30||2potus|3
420|421|rt @truckingdotorg: #taxreform will get our economy moving at full speed.  #truckersfortaxreform 🚛📈🇺🇸 |10-12-2017 02:46:08||2potus|3
421|422|rt @truckingdotorg: #taxreform will allow truckers and biz to write-off cost of investments in new equipment immediately! #truckersfortaxre…|10-12-2017 02:45:42||2potus|3
422|423|rt @repscottperry: humbled. honored. great speech mr. president! @potus |10-12-2017 02:41:31||2potus|0
423|424|rt @justintrudeau: canada &amp; the us have a close relationship – thanks to @potus for the meeting focused on trade, security &amp; jobs today. ht…|10-12-2017 02:41:08||2potus|1
424|425|rt @ivankatrump: .@realdonaldtrump stock market rally is close to becoming the greatest in 85 years |10-12-2017 02:40:38||2potus|3
425|426|rt @ivankatrump: today we reaffirm the importance of empowering &amp; investing in girls in our country &amp; around the globe 🌎 #dayofthegirl |10-12-2017 02:40:14||2potus|1
426|427|rt @scavino45: the american flag🇺🇸🇺🇸🇺🇸🇺🇸 |10-12-2017 02:40:00||2potus|3
427|428|rt @scavino45: president @realdonaldtrump on #taxreform from harrisburg, pennsylvania.... |10-12-2017 02:39:59|...|2potus|0
428|429|rt @realdonaldtrump: in even the darkest moments, the light of our people has shown through their goodness, their courage and their love. #…|10-12-2017 00:41:10||2potus|3
429|430|rt @realdonaldtrump: we need a tax system that is fair to working families &amp; that encourages companies to stay in america, grow in america,…|10-11-2017 23:34:32||2potus|1
430|431|rt @truckingdotorg: we join @potus @realdonaldtrump in calling on congress to pass #taxreform.  🚛📈🇺🇸 #truckersfortaxreform |10-11-2017 21:41:30||2potus|8
431|432|rt @truckingdotorg: the president has landed. #truckersfortaxreform 🚛📈🇺🇸 @realdonaldtrump @potus |10-11-2017 21:41:27||2potus|0
432|433|rt @realdonaldtrump: join me live at 5:45pme from harrisburg, pennsylvania! #taxreform #usa🇺🇸|10-11-2017 21:32:46||2potus|3
433|434|rt @realdonaldtrump: i will be interviewed tonight on @foxnews by @seanhannity at 9pme. enjoy!|10-11-2017 21:32:45||2potus|3
434|435|rt @realdonaldtrump: happy to announce we are awarding $1m to las vegas - in order to help local law enforcement working ot to respond to l…|10-11-2017 19:49:33||2potus|3
435|436|departing for pennsylvania to deliver a #taxreform speech to the proud men and women of the @truckingdotorg.... |10-11-2017 19:38:56|...|2potus|3
436|437|rt @realdonaldtrump: my great honor to host the 2017 back-to-back #stanleycup champion pittsburgh penguins at the wh with @flotus today!ht…|10-10-2017 23:31:50||2potus|3
437|438|"rt @realdonaldtrump: ""president donald j. trump proclaims october 9, 2017, as #columbusday"" "|10-09-2017 18:59:43||2potus|0
438|439|rt @realdonaldtrump: nobody could have done what i’ve done for #puertorico with so little appreciation. so much work! |10-09-2017 00:18:26||2potus|3
439|440|rt @realdonaldtrump: i asked @vp pence to leave stadium if any players kneeled, disrespecting our country. i am proud of him and @secondlad…|10-08-2017 19:02:48||2potus|3
440|441|rt @vp: i stand with @potus trump, i stand with our soldiers, and i will always stand for our flag and our national anthem. |10-08-2017 17:45:12||2potus|8
441|442|rt @vp: i left today's colts game because @potus and i will not dignify any event that disrespects our soldiers, our flag, or our national…|10-08-2017 17:45:05||2potus|8
442|443|rt @realdonaldtrump: #lasvegasstrong #usa🇺🇸🎥|10-08-2017 13:53:30||2potus|3
443|444|rt @vp: in las vegas w/ karen to tell them, on behalf of @potus, my family &amp; every family in america, we are with them. we are all #vegasst…|10-07-2017 23:09:46||2potus|1
444|445|rt @vp: as @potus says, when one part of america cries out for help, we come together. under potus, we will be with pr &amp; usvi every step of…|10-07-2017 23:09:41||2potus|8
445|446|rt @realdonaldtrump: our great team at @fema is prepared for #hurricanenate. everyone in la, ms, al, and fl please listen to your local aut…|10-07-2017 14:09:42||2potus|3
446|447|rt @realdonaldtrump: on behalf of a grateful nation, thank you to all of the first responders (heroes) who saved countless lives in las veg…|10-05-2017 02:56:29||2potus|3
447|448|rt @realdonaldtrump: we love you las vegas! |10-04-2017 23:41:09||2potus|3
448|449|rt @flotus: after speaking w/people affected by #hurricanemaria yesterday we are reminded of the fighting spirit of americans. @potus and i…|10-04-2017 14:13:31||2potus|8
449|450|rt @vp: in las vegas, @potus &amp; @flotus will meet with law enforcement, first responders, &amp; families of the fallen and injured. |10-04-2017 14:13:00||2potus|1
450|451|rt @usnavy: .@potus @realdonaldtrump visits #usskearsarge to discuss hurricane #maria relief efforts - |10-04-2017 12:38:23||2potus|8
451|452|rt @usnavy: #usnscomfort arrives in #sanjuan, #puertorico to support hurricane #maria relief - |10-04-2017 12:38:20||2potus|3
452|453|rt @realdonaldtrump: wow, so many fake news stories today. no matter what i do or say, they will not write or speak truth. the fake news me…|10-04-2017 12:36:11||2potus|9
453|454|rt @tombossert45: thanks to the men &amp; women on the @usskearsarge for saving lives on #puertorico. @realdonaldtrump &amp; @ricardorossello &amp; @go…|10-04-2017 12:34:59||2potus|1
454|455|rt @sbalinda: thank you to @usarmy @usacehq for taking the time to speak with me on the #disasterrecovery efforts here in #puertorico. |10-04-2017 02:58:19||2potus|3
455|456|rt @epascottpruitt: just landed in #puertorico with @potus. good discussion with @repjenniffer on epa's continued commitment to the people…|10-04-2017 02:56:18||2potus|8
456|457|rt @secretaryperry: with moses &amp; kevin (two of @energy's finest). they are working day and night on the grid to get power back to the peopl…|10-04-2017 02:55:14||2potus|1
457|458|rt @ivankatrump: 3/4: this administration is deeply committed to those who serve &amp; their families who make it possible through their love a…|10-04-2017 01:52:32||2potus|1
458|459|rt @presssec: .@potus and @flotus meet w/ some of america's finest on the uss kearsarge off the coast of pr. |10-04-2017 01:52:06||2potus|8
459|460|rt @scavino45: president @realdonaldtrump and @flotus melania land on the #usskearsarge off puerto rico to meet w/ governor mapp &amp; thank @u…|10-04-2017 01:51:52||2potus|0
460|461|rt @vp: inspiring to see others donating blood in arizona to help those hurt in the las vegas shooting. we are one nation and one people un…|10-04-2017 01:51:41||2potus|3
461|462|rt @realdonaldtrump: my administration will continue to work around the clock with governor @ricardorossello &amp; his team. great progress bei…|10-04-2017 00:53:38||2potus|1
462|463|rt @realdonaldtrump: great meeting with governor mapp of the #usvi. he is very thankful for the great job done by @fema and first responder…|10-03-2017 22:08:47||2potus|3
463|464|rt @realdonaldtrump: leaving puerto rico now for d.c. will be in las vegas early tomorrow to pay my respects. everyone is in my thoughts an…|10-03-2017 22:08:45||2potus|3
464|465|rt @treyyingst: the flag atop the white house at half-staff in the wake of the las vegas shooting |10-03-2017 14:27:05||2potus|3
465|466|rt @markknoller: presidential proclamation for victims of law vegas shooting posted |10-03-2017 14:25:46||2potus|3
466|467|rt @ronfutrell: at direction of #potus, flag at white house now at half-staff. #prayersforlasvegas |10-03-2017 14:24:31||2potus|8
467|468|rt @presssec: in memory of the fallen in las vegas, @potus directs that our flag @whitehouse fly at half-staff. |10-03-2017 14:07:08||2potus|8
468|469|rt @scavino45: proclamation by the @potus' honoring the victims of the tragedy in las vegas, nv: |10-03-2017 14:06:43||2potus|6
469|470|rt @realdonaldtrump: i am so proud of our great country. god bless america!|10-03-2017 12:56:00||2potus|3
470|471|rt @realdonaldtrump: my warmest condolences and sympathies to the victims and families of the terrible las vegas shooting. god bless you!|10-02-2017 11:17:08||2potus|3
471|472|rt @flotus: in honor of national breast cancer awareness month we lit the @whitehouse pink! |10-02-2017 03:32:35||2potus|3
472|473|rt @flotus: congratulations to all the competitors at this year's invictus games! you've served your country proudly at home &amp; @invictustor…|10-02-2017 03:32:32||2potus|1
473|474|rt @flotus: oct is natl breast cancer awareness month.  please talk to your doctor about early detection &amp; reducing your risk. #breastcance…|10-02-2017 03:32:31||2potus|1
474|475|rt @vp: ...much more work to do but as @potus has said to pr &amp; vi: we are with you, we will stay with you, and we will come back stronger t…|10-02-2017 01:27:34|...|2potus|1
475|476|rt @vp: ...51 of 69 hospitals taking patients, half of grocery/big box stores now open,11 major highways cleared &amp; over 60% of fuel station…|10-02-2017 01:27:32|...|2potus|1
476|477|rt @vp: with leadership of @potus &amp; @ricardorossello - @fema &amp; team puerto rico making real progress. millions more meals &amp; water delivered…|10-02-2017 01:27:31||2potus|1
477|478|rt @secondlady: fantastic visit with military spouses at the joint military spouses conference in hawaii. honored to be the keynote speaker…|10-02-2017 01:27:17||2potus|3
478|479|rt @realdonaldtrump: congratulations to #teamusa🇺🇸🏆on your great @presidentscup victory! |10-02-2017 01:26:57||2potus|3
479|480|rt @realdonaldtrump: being nice to rocket man hasn't worked in 25 years, why would it work now? clinton failed, bush failed, and obama fail…|10-01-2017 19:02:11||2potus|3
480|481|rt @realdonaldtrump: 19,000 respecting our national anthem! #standforouranthem🇺🇸 |10-01-2017 02:08:57||2potus|3
481|482|rt @realdonaldtrump: because of #fakenews my people are not getting the credit they deserve for doing a great job. as seen here, they are a…|10-01-2017 00:20:42||2potus|3
482|483|rt @realdonaldtrump: because of #fakenews my people are not getting the credit they deserve for doing a great job. as seen here, they are a…|09-30-2017 22:50:17||2potus|3
483|484|rt @realdonaldtrump: results of recovery efforts will speak much louder than complaints by san juan mayor. doing everything we can to help…|09-30-2017 22:15:45||2potus|3
484|485|rt @realdonaldtrump: my administration, governor @ricardorossello, and many others are working together to help the people of puerto rico i…|09-30-2017 22:15:38||2potus|3
485|486|rt @realdonaldtrump: to the people of puerto rico:do not believe the #fakenews!#prstrong🇵🇷|09-30-2017 22:15:36||2potus|3
486|487|rt @realdonaldtrump: just spoke to governor kenneth mapp of the u.s. virgin islands who stated that #fema and military are doing a great jo…|09-30-2017 22:15:31||2potus|3
